revision,Meta Class,Meta Concept,Meta Description,envisionName,nwName,format,flags,nullTokens,failureKey,failureMapping,ecsName,Proposed,nbOccurrences,shortMeta,name_noDot, old ecsType,extra ecs
1,Cryptography,Certificate Subject,This key is used to capture the Certificate organization only,cert_subject,cert.subject,Text,None,,,,rsa.crypto.cert_subject,,10,crypto,cert_subject,keyword
1,Counters,Device class Counter 3,This is a generic counter key that should be used with the label dclass.c3.str only,dclass_counter3,dclass.c3,Int32,Transient,,,,rsa.counters.dclass_c3,,10,counters,dclass_c3,integer
1,Storage,Disk Volume,A unique name assigned to logical units (volumes) within a physical disk,disk_volume,disk.volume,Text,Transient,,,,rsa.storage.disk_volume,,10,storage,disk_volume,keyword
1,Web,Reputation Number,Reputation Number of an entity. Typically used for Web Domains,reputation_num,reputation.num,Float64,Transient,None|-|ns|n/a|Risk unknown,,,rsa.web.reputation_num,,10,web,reputation_num,double
1,Wireless,Access Point,This key is used to capture the access point name.,access_point,access.point,Text,None,,,,rsa.wireless.access_point,,9,wireless,access_point,keyword
1,Counters,Device class Counter 1 Description,This is a generic counter string key that should be used with the label dclass.c1 only,dclass_counter1_string,dclass.c1.str,Text,Transient,,,,rsa.counters.dclass_c1_str,,9,counters,dclass_c1_str,keyword
1,Identity,Distinguished Name Source,An X.500 (LDAP) Distinguished name that is used in a context that indicates a Source dn,src_dn,dn.src,Text,Transient,,,,rsa.identity.dn_src,,9,identity,dn_src,keyword
1,Cryptography,Encryption peer's IP Address,This key is for Encryption peer's IP Address,peer,peer,Text,Transient,,,,rsa.crypto.peer,,9,crypto,peer,keyword
1,Network,Protocol Detail,This key should be used to capture additional protocol information,protocol_detail,protocol.detail,Text,Transient,,,,rsa.network.protocol_detail,,9,network,protocol_detail,keyword
1,Miscellaneous,Rule Unique ID,This key is the Unique Identifier for a rule.,rule_uid,rule.uid,Text,Transient,,,,rsa.misc.rule_uid,,9,misc,rule_uid,keyword
1,,Source Domain,"Deprecated, use domain.src",c_domain,sdomain,Text,Transient,,,,source.domain,,9,network,sdomain,keyword
1,Miscellaneous,Trigger Description,This key captures the Description of the trigger or threshold condition.,trigger_desc,trigger.desc,Text,Transient,,,,rsa.misc.trigger_desc,,9,misc,trigger_desc,keyword
1,,,,host,,,,,,,host.name,related.hosts,9,network,host,keyword
1,,,,inout,,,,,,,rsa.misc.inout,,9,misc,inout,keyword
1,,,,p_msgid,,,,,,,rsa.misc.p_msgid,,9,misc,p_msgid,keyword
1,,Child Pid,"Deprecated, use process.id",child_pid,child.pid,Int32,Transient,,child.pid.val,child_pid_val,process.pid,,8,misc,child_pid,long
1,Physical,Source Country,This is used to capture Source Country,location_src,country.src,Text,None,,,,source.geo.country_name,,8,physical,country_src,keyword
1,Network,Network mask Destination,This key is used for Destionation Device network mask,dmask,dmask,Text,Transient,,,,rsa.network.dmask,,8,network,dmask,keyword
1,Time,Event Effective time,This key is the effective time referenced by an individual event in a Standard Timestamp format,effective_time,effective.time,TimeT,Transient,,,,rsa.time.effective_time,,8,time,effective_time,keyword
1,Network,Source IPv6 Address,This key should only be used when it’s a Source IP v6 Address,saddr_v6,ipv6.src,IPv6,None,(null)|-,host.src,shost,source.ip,,8,network,ipv6_src,ip
1,Network,Port Generic,This key should only be used to capture a Network Port when the directionality is not clear,port,port,UInt16,None,,,,rsa.network.port,,8,network,port,integer
1,,,,process_src,process.src,Text,Transient,,,,process.parent.name,,8,misc,process_src,keyword
1,Network,Network mask Source,This key is used for capturing source Network Mask,smask,smask,Text,Transient,,,,rsa.network.smask,,8,network,smask,keyword
1,Database,SQL Transaction ID,This key captures the SQL transantion ID of the current session,trans_id,transact.id,Text,Transient,,,,rsa.db.transact_id,,8,db,transact_id,keyword
1,Web,Web referer Domain,Web referer's domain,web_ref_domain,web.ref.domain,Text,Transient,,,,rsa.web.web_ref_domain,related.hosts,8,web,web_ref_domain,keyword
1,,,,data_type,,,,,,,rsa.misc.data_type,,8,misc,data_type,keyword
1,,,,msgIdPart4,,,,,,,rsa.misc.msgIdPart4,,8,misc,msgIdPart4,keyword
1,Cryptography,Source (Server) Cipher size,This key captures Source (Client) Cipher Size,s_ciphersize,cipher.size.src,Int32,Transient,,,,rsa.crypto.cipher_size_src,,7,crypto,cipher_size_src,integer
1,Physical,Destination Country,This is used to capture Destination Country,location_dst,country.dst,Text,None,,,,destination.geo.country_name,,7,physical,country_dst,keyword
1,Miscellaneous,Errors,This key captures All non successful Error codes or responses,error,error,Text,Transient,,,,rsa.misc.error,,7,misc,error,keyword
1,Time,Expiration time,This key is the timestamp that explicitly refers to an expiration.,expiration_time,expire.time,TimeT,Transient,,expire.time.str,expiration_time_string,rsa.time.expire_time,,7,time,expire_time,keyword
1,Cryptography,IKE Negotiation Phase,IKE negotiation phase.,ike,ike,Text,Transient,,,,rsa.crypto.ike,,7,crypto,ike,keyword
1,,,,index,index,Text,Transient,,,,rsa.misc.index,,7,misc,index,keyword
1,Miscellaneous,Listnum,"This key is used to capture listname or listnumber, primarily for collecting access-list",listnum,listnum,Text,Transient,,,,rsa.misc.listnum,,7,misc,listnum,keyword
1,Physical,Country name,"This is used to capture the Country Name when the Source/Destination Context is not clear, as seen in a session.",location_country,loc.country,Text,Transient,,,,geo.country_name,,7,physical,loc_country,keyword
1,Storage,Logical Unit Number,Logical Unit Number.This key is a very useful concept in Storage.,lun,lun,Text,Transient,,,,rsa.storage.lun,,7,storage,lun,keyword
1,,,Deprecated key defined only in table map.,obj_value,obj.val,Text,Transient,,,,rsa.internal.obj_val,,7,internal,obj_val,keyword
1,Identity,Organization,This key captures the User organization,user_org,org,Text,Transient,,,,rsa.identity.org,,7,identity,org,keyword
1,,,Deprecated key defined only in table map.,resource,resource,Text,Transient,,,,rsa.internal.resource,,7,internal,resource,keyword
1,Cryptography,Encryption scheme used,This key captures the Encryption scheme used,scheme,scheme,Text,Transient,,,,rsa.crypto.scheme,,7,crypto,scheme,keyword
1,,,,service_account,username,Text,None,none|-,,,related.user,user.name,7,identity,username,keyword
1,,,,ntype,,,,,,,rsa.misc.ntype,,7,misc,ntype,keyword
1,Identity,Distinguished Name Destination,An X.500 (LDAP) Distinguished name that used in a context that indicates a Destination dn,dst_dn,dn.dst,Text,Transient,,,,rsa.identity.dn_dst,,6,identity,dn_dst,keyword
1,Identity,Domain ID,This key captures Pre Windows 2000 (NetBIOS) name of the domain ONLY,domain_id,domain.id,Text,Transient,,,,user.domain,,6,identity,domain_id,keyword
1,Identity,First name of a Person,"This key is for First Names only, this is used for Healthcare predominantly to capture Patients information",user_fname,firstname,Text,Transient,,,,rsa.identity.firstname,,6,identity,firstname,keyword
1,Identity,Last name of a Person,"This key is for Last Names only, this is used for Healthcare predominantly to capture Patients information",user_lname,lastname,Text,Transient,,,,rsa.identity.lastname,,6,identity,lastname,keyword
1,Miscellaneous,Observed Value,This key captures the Value observed (from the perspective of the device generating the log).,observed_val,observed.val,Text,Transient,,,,rsa.misc.observed_val,,6,misc,observed_val,keyword
1,Miscellaneous,Policy Contents,This key captures the contents of the policy. This contains details about the policy,policy_value,policy.value,Text,Transient,,,,rsa.misc.policy_value,,6,misc,policy_value,keyword
1,Miscellaneous,Pool Name,This key captures the name of a resource pool,pool_name,pool.name,Text,Transient,,,,rsa.misc.pool_name,,6,misc,pool_name,keyword
1,Miscellaneous,Source Process ID,"This key is used to capture the Source Process ID, in case of parent child relationship, this can be used for parent process id context",process_id_src,process.id.src,Int64,Transient,(null)|-,process.src,process_src,process.ppid,,6,misc,process_id_src,long
1,Miscellaneous,Rule Template,A default set of parameters which are overlayed onto a rule (or rulename) which efffectively constitutes a template,rule_template,rule.template,Text,Transient,,,,rsa.misc.rule_template,,6,misc,rule_template,keyword
1,,,,count,,,,,,,rsa.misc.count,,6,misc,count,keyword
1,,,,number,,,,,,,rsa.misc.number,,6,misc,number,keyword
1,,,,sigcat,,,,,,,rsa.misc.sigcat,,6,misc,sigcat,keyword
1,,,,type,,,,,,,rsa.misc.type,,6,misc,type,keyword
1,,,,r_hostid,alias.host,Text,None,,,,rsa.network.alias_host,,5,network,alias_host,keyword
1,Miscellaneous,Comments,Comment information provided in the log message,comments,comments,Text,Transient,,,,rsa.misc.comments,,5,misc,comments,keyword
1,Miscellaneous,DNS Query Type,This key is used to capture the DNS Query type only,dns_querytype,dns.querytype,Text,Transient,,,,dns.question.type,,5,misc,dns_querytype,keyword
1,Miscellaneous,Document/File number,This key captures File Identification number,doc_number,doc.number,Int32,Transient,,,,rsa.misc.doc_number,,5,misc,doc_number,integer
1,,,,cc,email,Text,None,,,,rsa.email.email,,5,email,email,keyword
1,Miscellaneous,Expected Value,This key captures the Value expected (from the perspective of the device generating the log).,expected_val,expected.val,Text,Transient,,,,rsa.misc.expected_val,,5,misc,expected_val,keyword
1,Network,Destination IPv6 address,This key should only be used when it’s a Destination IP v6 Address.,daddr_v6,ipv6.dst,IPv6,None,(null)|-,host.dst,dhost,destination.ip,,5,network,ipv6_dst,ip
1,Miscellaneous,Job Number,This key captures the Job Number,jobnum,job.num,Text,Transient,,,,rsa.misc.job_num,,5,misc,job_num,keyword
1,,,Deprecated key defined only in table map.,obj_id,obj.id,Text,Transient,,,,rsa.internal.obj_id,,5,internal,obj_id,keyword
1,Cryptography,Encryption peer’s identity,This key is for Encryption peer’s identity,peer_id,peer.id,Text,Transient,,,,rsa.crypto.peer_id,,5,crypto,peer_id,keyword
1,Database,Permissions,This key captures permission or privilege level assigned to a resource.,permissions,permissions,Text,Transient,(null)|-,,,rsa.db.permissions,,5,db,permissions,keyword
1,,Process Time,"Deprecated, use duration.time",processing_time,process.time,Text,Transient,,,,rsa.time.process_time,,5,time,process_time,keyword
1,Cryptography,Encryption scheme used,This key captures the Signature Type,sigtype,sig.type,Text,Transient,,,,rsa.crypto.sig_type,,5,crypto,sig_type,keyword
1,Miscellaneous,Destination SPI Index,Destination SPI Index,dst_spi,spi.dst,Text,Transient,,,,rsa.misc.spi_dst,,5,misc,spi_dst,keyword
1,Miscellaneous,Source SPI Index,Source SPI Index,src_spi,spi.src,Text,Transient,,,,rsa.misc.spi_src,,5,misc,spi_src,keyword
1,,,Deprecated key defined only in table map.,statement,statement,Text,Transient,,,,rsa.internal.statement,,5,internal,statement,keyword
1,Identity,User's Department,User's Department Names only,user_dept,user.dept,Text,Transient,,,,rsa.identity.user_dept,,5,identity,user_dept,keyword
1,Identity,Source User Session ID,This key captures Source User Session ID,c_sid,user.sid.src,Text,Transient,,,,rsa.identity.user_sid_src,,5,identity,user_sid_src,keyword
1,Web,Web referer query,This key captures Web referer's query portion of the URL,web_ref_query,web.ref.query,Text,Transient,,,,rsa.web.web_ref_query,,5,web,web_ref_query,keyword
1,Wireless,WLAN frequency channel,This is used to capture the channel names,wifi_channel,wlan.channel,UInt16,Transient,,,,rsa.wireless.wlan_channel,,5,wireless,wlan_channel,integer
1,,,,bssid,wlan.ssid,Text,Transient,,,,rsa.wireless.wlan_ssid,,5,wireless,wlan_ssid,keyword
1,,,,cert_issuer,,,,,,,rsa.crypto.cert_issuer,,5,crypto,cert_issuer,keyword
1,,,,code,,,,,,,rsa.misc.code,,5,misc,code,keyword
1,,,,method,,,,,,,http.request.method,,5,web,method,keyword
1,,,,remote_domain,,,,,,,rsa.web.remote_domain,,5,web,remote_domain,keyword
1,Miscellaneous,Agent Id,This key is used to capture agent id,agent.id,agent.id,Text,None,,,,rsa.misc.agent_id,,4,misc,agent_id,keyword
1,,,Deprecated key defined only in table map.,cert_hostname,cert.host.name,Text,Transient,,,,rsa.crypto.cert_host_name,,4,crypto,cert_host_name,keyword
1,Network,IP Address Originating,This is used to capture the original systems IPv4 address in case of a Forwarding Agent or a Proxy in between.,ip.orig,ip.orig,IPv4,None,,ipv6.orig,ipv6.orig,network.forwarded_ip,,4,network,ip_orig,ip
1,Physical,City name,"This is used to capture the CIty Name when the Source/Destination Context is not clear, as seen in a session. There is a separate key for GeoIP based City",location_city,loc.city,Text,Transient,,,,geo.city_name,,4,physical,loc_city,keyword
1,Miscellaneous,Message Body,This key captures the The contents of the message body.,message_body,message.body,Text,Transient,,,,rsa.misc.message_body,,4,misc,message_body,keyword
1,,,,calling_to,phone,Text,Transient,,,,rsa.misc.phone,,4,misc,phone,keyword
1,Miscellaneous,Signature String,This key captures a string object of the sigid variable.,sigid_string,sig.id.str,Text,Transient,,,,rsa.misc.sig_id_str,,4,misc,sig_id_str,keyword
1,Database,Table Name,This key is used to capture the table name,tbl_name,table.name,Text,Transient,,,,rsa.db.table_name,,4,db,table_name,keyword
1,,,,c_user_name,,,,,,,related.user,user.name,4,identity,c_user_name,keyword
1,,,,cmd,,,,,,,rsa.misc.cmd,,4,misc,cmd,keyword
1,,,,misc,,,,,,,rsa.misc.misc,,4,misc,misc,keyword
1,,,,name,,,,,,,rsa.misc.name,,4,misc,name,keyword
1,,,,web_ref_host,alias.host,Text,None,,,,rsa.network.alias_host,,3,network,alias_host,keyword
1,,,Deprecated key defined only in table map.,audit_class,audit.class,Text,Transient,,,,rsa.internal.audit_class,,3,internal,audit_class,keyword
1,Cryptography,Certificate Error String,This key captures the Certificate Error String,cert_error,cert.error,Text,Transient,,,,rsa.crypto.cert_error,,3,crypto,cert_error,keyword
1,Cryptography,Destination (Server) Cipher,This key is for Destination (Server) Cipher,d_cipher,cipher.dst,Text,Transient,,,,rsa.crypto.cipher_dst,,3,crypto,cipher_dst,keyword
1,Cryptography,Destination (Server) Cipher size,This key captures Destination (Server) Cipher Size,d_ciphersize,cipher.size.dst,Int32,Transient,,,,rsa.crypto.cipher_size_dst,,3,crypto,cipher_size_dst,integer
1,Miscellaneous,CPU Time,This key is the CPU time used in the execution of the event being recorded.,cpu,cpu,UInt32,Transient,(null)|-,,,rsa.misc.cpu,,3,misc,cpu,integer
1,Database,Database ID,This key is used to capture the unique identifier for a database,db_id,db.id,Text,Transient,,,,rsa.db.db_id,,3,db,db_id,keyword
1,Database,Database server Process ID,This key captures the process id of a connection with database server,db_pid,db.pid,Int32,Transient,,,,rsa.db.db_pid,,3,db,db_pid,integer
1,,,Deprecated key defined only in table map.,entry,entry,Text,Transient,,,,rsa.internal.entry,,3,internal,entry,keyword
1,Miscellaneous,Event Description,This key is used to capture a description of an event available directly or inferred,detail,event.desc,Text,None,,,,rsa.misc.event_desc,,3,misc,event_desc,keyword
1,Identity,Federated Service Provider,This key is the Federated Service Provider. This is the application requesting authentication.,federated_sp,federated.sp,Text,Transient,,,,rsa.identity.federated_sp,,3,identity,federated_sp,keyword
1,Network,Network Name,This key is used to capture the network name associated with an IP range. This is configured by the end user.,netname,netname,Text,Transient,,,,rsa.network.netname,,3,network,netname,keyword
1,,Device Address,Deprecated,paddr,paddr,IPv4,None,(null)|-,paddr.host,,rsa.network.paddr,,3,network,paddr,ip
1,Miscellaneous,Phone,This is used to capture the Phone Number or a Calling station ID,calling_from,phone,Text,Transient,,,,rsa.misc.phone,,3,misc,phone,keyword
1,Miscellaneous,Process,"This key is used to capture the Process Name, in case of parent child relationship, this can be used for child process name context.",child_process,process,Text,None,,,,process.name,,3,misc,process,keyword
1,Miscellaneous,Source Process Name,"This key is used to capture the Source Proccess Name, in case of parent child relationship, this can be used for parent process name context",parent_process,process.src,Text,Transient,,,,process.parent.name,,3,misc,process_src,keyword
1,Miscellaneous,Linked Signature ID,This key captures IDS/IPS Int Signature ID. This must be linked to the sig.id,sigid1,sig.id1,Int32,Transient,,,,rsa.misc.sig_id1,,3,misc,sig_id1,integer
1,,SSL Source Version,"Deprecated, use version",s_sslver,ssl.ver.src,Text,Transient,,,,rsa.crypto.ssl_ver_src,,3,crypto,ssl_ver_src,keyword
1,,,Deprecated key defined only in table map.,trans_from,trans.from,Text,Transient,,,,rsa.email.trans_from,,3,email,trans_from,keyword
1,Web,Web Referrer page,This key captures Web referer's page information,web_ref_page,web.ref.page,Text,Transient,,,,rsa.web.web_ref_page,,3,web,web_ref_page,keyword
1,Web,Web referer Root URLPath,Web referer's root URL path,web_ref_root,web.ref.root,Text,Transient,,,,rsa.web.web_ref_root,,3,web,web_ref_root,keyword
1,Wireless,WLAN name/number,This key captures either WLAN number/name,wlan,wlan.name,Text,Transient,,,,rsa.wireless.wlan_name,,3,wireless,wlan_name,keyword
1,,,,d_certauth,,,,,,,rsa.crypto.d_certauth,,3,crypto,d_certauth,keyword
1,,,,faddr,,,,,,,rsa.network.faddr,,3,network,faddr,keyword
1,,,,hour,,,,,,,rsa.time.hour,,3,time,hour,keyword
1,,,,im_buddyid,,,,,,,rsa.misc.im_buddyid,,3,misc,im_buddyid,keyword
1,,,,im_client,,,,,,,rsa.misc.im_client,,3,misc,im_client,keyword
1,,,,im_userid,,,,,,,rsa.misc.im_userid,,3,misc,im_userid,keyword
1,,,,lhost,,,,,,,rsa.network.lhost,,3,network,lhost,keyword
1,,,,min,,,,,,,rsa.time.min,,3,time,min,keyword
1,,,,origin,,,,,,,rsa.network.origin,,3,network,origin,keyword
1,,,,pid,,,,,,,rsa.misc.pid,,3,misc,pid,keyword
1,,,,priority,,,,,,,rsa.misc.priority,,3,misc,priority,keyword
1,,,,remote_domain_id,,,,,,,rsa.network.remote_domain_id,,3,network,remote_domain_id,keyword
1,,,,s_certauth,,,,,,,rsa.crypto.s_certauth,,3,crypto,s_certauth,keyword
1,,,,timestamp,,,,,,,rsa.time.timestamp,,3,time,timestamp,keyword
1,,,,urldomain,,,,,,,url.domain,,3,web,urldomain,keyword
1,File,Attachment,This key captures the attachment file name,attachment,attachment,Text,None,,,,rsa.file.attachment,,2,file,attachment,keyword
1,Miscellaneous,Context Subject,This key is to be used in an audit context where the subject is the object being identified,s_context,context.subject,Text,Transient,,,,rsa.misc.context_subject,,2,misc,context_subject,keyword
1,,,,t_context,context.target,Text,Transient,,,,rsa.misc.context_target,,2,misc,context_target,keyword
1,Miscellaneous,CVE,This key captures CVE (Common Vulnerabilities and Exposures) - an identifier for known information security vulnerabilities.,cve,cve,Text,Transient,,,,rsa.misc.cve,,2,misc,cve,keyword
1,Counters,Device class Counter 2 Description,This is a generic counter string key that should be used with the label dclass.c2 only,dclass_counter2_string,dclass.c2.str,Text,Transient,,,,rsa.counters.dclass_c2_str,,2,counters,dclass_c2_str,keyword
1,Counters,Device class Ratio 1 Description,This is a generic ratio string key that should be used with the label dclass.r1 only,dclass_ratio1_string,dclass.r1.str,Text,Transient,,,,rsa.counters.dclass_r1_str,,2,counters,dclass_r1_str,keyword
1,Counters,Device class Ratio 2,This is a generic ratio key that should be used with the label dclass.r2.str only,dclass_ratio2,dclass.r2,Text,Transient,,,,rsa.counters.dclass_r2,,2,counters,dclass_r2,keyword
1,Time,Event Queing Time,This key is the Time that the event was queued.,event_queue_time,event.queue.time,TimeT,Transient,,,,rsa.time.event_queue_time,,2,time,event_queue_time,keyword
1,File,Extension,This key is used to capture the extension portion of a filename / extension of the page that was requested,web_extension,extension,Text,None,,,,file.extension,,2,file,extension,keyword
1,Miscellaneous,Filter Category Number,This key captures Filter Category Number. Legacy Usage,fcatnum,fcatnum,Text,Transient,,,,rsa.misc.fcatnum,,2,misc,fcatnum,keyword
1,Identity,Federated Identity Provider,This key is the federated Identity Provider. This is the server providing the authentication.,federated_idp,federated.idp,Text,Transient,,,,rsa.identity.federated_idp,,2,identity,federated_idp,keyword
1,,,Deprecated key defined only in table map.,h_code,hcode,Text,Transient,,,,rsa.internal.hcode,,2,internal,hcode,keyword
1,Cryptography,IkE Cookie 1,ID of the negotiation — sent for ISAKMP Phase One,ike_cookie1,ike.cookie1,Text,Transient,,,,rsa.crypto.ike_cookie1,,2,crypto,ike_cookie1,keyword
1,Cryptography,IKE Cookie 2,ID of the negotiation — sent for ISAKMP Phase Two,ike_cookie2,ike.cookie2,Text,Transient,,,,rsa.crypto.ike_cookie2,,2,crypto,ike_cookie2,keyword
1,,,Deprecated key defined only in table map.,inode,inode,Int64,Transient,,,,rsa.internal.inode,,2,internal,inode,long
1,,IPv6 Address,"Deprecated, use alias.ipv6",hostip_v6,ipv6.addr,IPv6,Transient,(null)|-,alias.host,alias.host,host.ip,,2,network,ipv6_addr,ip
1,Miscellaneous,Library,This key is used to capture library information in mainframe devices,library,library,Text,Transient,,,,rsa.misc.library,,2,misc,library,keyword
1,Physical,State or province name,This is used to capture the State Name as seen in a session.,location_state,loc.state,Text,Transient,,,,geo.region_name,,2,physical,loc_state,keyword
1,Database,Logical Reads,This key is used for the number of logical reads,lread,lread,Int32,Transient,(null),,,rsa.db.lread,,2,db,lread,integer
1,Database,Logical Writes,This key is used for the number of logical writes,lwrite,lwrite,Int32,Transient,(null),,,rsa.db.lwrite,,2,db,lwrite,integer
1,Miscellaneous,Parent Node Name,This key captures the Parent Node Name. Must be related to node variable.,parent_node,parent.node,Text,Transient,,,,rsa.misc.parent_node,,2,misc,parent_node,keyword
1,,,,phone_number,phone,Text,Transient,,,,rsa.misc.phone,,2,misc,phone,keyword
1,Storage,Port World Wide Name,This uniquely identifies a port on a HBA.,pwwn,pwwn,Text,Transient,,,,rsa.storage.pwwn,,2,storage,pwwn,keyword
1,,,,referer,referer,Text,None,,,,http.request.referrer,,2,web,referer,keyword
1,,,Deprecated key defined only in table map.,resource_class,resource.class,Text,Transient,,,,rsa.internal.resource_class,,2,internal,resource_class,keyword
1,,Risk: Informational,"Deprecated, use New Hunting Model (inv.*, ioc, boc, eoc, analysis.*)",risk_info,risk.info,Text,None,,,,rsa.misc.risk_info,,2,misc,risk_info,keyword
1,Miscellaneous,TCP Flags,This key is captures the TCP flags set in any packet of session,tcp_flags,tcp.flags,UInt8,None,,,,rsa.misc.tcp_flags,,2,misc,tcp_flags,integer
1,Miscellaneous,Type Of Service,This key describes the type of service,tos,tos,Int32,Transient,,,,rsa.misc.tos,,2,misc,tos,integer
1,,,Deprecated key defined only in table map.,trans_to,trans.to,Text,Transient,,,,rsa.email.trans_to,,2,email,trans_to,keyword
1,Identity,User Account,This key should be used when the source/destination/initiated/target of a username is not clear,user,user,Text,None,,,,related.user,user.name,2,identity,user,keyword
1,Miscellaneous,VMWARE Target,VMWare Target **VMWARE** only varaible.,vm_target,vm.target,Text,Transient,,,,rsa.misc.vm_target,,2,misc,vm_target,keyword
1,Miscellaneous,Workspace Description,This key captures Workspace Description,workspace_desc,workspace,Text,Transient,,,,rsa.misc.workspace,,2,misc,workspace,keyword
1,,,,addr,,,,,,,rsa.network.addr,,2,network,addr,keyword
1,,,,cn_asn_dst,,,,,,,rsa.web.cn_asn_dst,,2,web,cn_asn_dst,keyword
1,,,,cn_rpackets,,,,,,,rsa.web.cn_rpackets,,2,web,cn_rpackets,keyword
1,,,,command,,,,,,,rsa.misc.command,,2,misc,command,keyword
1,,,,dns_a_record,,,,,,,rsa.network.dns_a_record,,2,network,dns_a_record,keyword
1,,,,dns_ptr_record,,,,,,,rsa.network.dns_ptr_record,,2,network,dns_ptr_record,keyword
1,,,,event_category,,,,,,,rsa.misc.event_category,,2,misc,event_category,keyword
1,,,,facilityname,,,,,,,rsa.misc.facilityname,,2,misc,facilityname,keyword
1,,,,fhost,,,,,,,rsa.network.fhost,,2,network,fhost,keyword
1,,,,filepath,,,,,,,file.path,,2,file,filepath,keyword
1,,,,filesystem,,,,,,,rsa.file.filesystem,,2,file,filesystem,keyword
1,,,,forensic_info,,,,,,,rsa.misc.forensic_info,,2,misc,forensic_info,keyword
1,,,,fport,,,,,,,rsa.network.fport,,2,network,fport,keyword
1,,,,jobname,,,,,,,rsa.misc.jobname,,2,misc,jobname,keyword
1,,,,laddr,,,,,,,rsa.network.laddr,,2,network,laddr,keyword
1,,,,linterface,,,,,,,rsa.network.linterface,,2,network,linterface,keyword
1,,,,mode,,,,,,,rsa.misc.mode,,2,misc,mode,keyword
1,,,,p_time1,,,,,,,rsa.time.p_time1,,2,time,p_time1,keyword
1,,,,phost,,,,,,,rsa.network.phost,,2,network,phost,keyword
1,,,,policy,,,,,,,rsa.misc.policy,,2,misc,policy,keyword
1,,,,policy_waiver,,,,,,,rsa.misc.policy_waiver,,2,misc,policy_waiver,keyword
1,,,,second,,,,,,,rsa.misc.second,,2,misc,second,keyword
1,,,,space1,,,,,,,rsa.misc.space1,,2,misc,space1,keyword
1,,,,subcategory,,,,,,,rsa.misc.subcategory,,2,misc,subcategory,keyword
1,,,,tbdstr2,,,,,,,rsa.misc.tbdstr2,,2,misc,tbdstr2,keyword
1,,,,tzone,,,,,,,rsa.time.tzone,,2,time,tzone,keyword
1,,,,urlpage,,,,,,,rsa.web.urlpage,,2,web,urlpage,keyword
1,,,,urlquery,,,,,,,url.query,,2,web,urlquery,keyword
1,,,,urlroot,,,,,,,rsa.web.urlroot,,2,web,urlroot,keyword
1,,,,user_id,,,,,,,user.id,,2,identity,user_id,keyword
1,,Active Directory Workstation Destination,"Deprecated, use host.dst",ad_computer_dst,ad.computer.dst,Text,None,,,,rsa.network.ad_computer_dst,,1,network,ad_computer_dst,keyword
1,Threat,Alerts,This key is used to capture name of the alert,alert,alert,Text,Transient,,,,rsa.threat.alert,,1,threat,alert,keyword
1,,Alert ID,"Deprecated, New Hunting Model (inv.*, ioc, boc, eoc, analysis.*)",alert_id,alert.id,Text,None,,,,rsa.misc.alert_id,,1,misc,alert_id,keyword
1,,,,devicehostname,alias.host,Text,None,,,,rsa.network.alias_host,,1,network,alias_host,keyword
1,,,Deprecated key defined only in table map.,binary,binary,Text,Transient,,,,rsa.file.binary,,1,file,binary,keyword
1,,,,cert_checksum,cert.checksum,Text,None,,,,rsa.crypto.cert_checksum,,1,crypto,cert_checksum,keyword
1,Cryptography,Certificate host category,This key is used for the hostname category value of a certificate,cert_hostname_cat,cert.host.cat,Text,Transient,,,,rsa.crypto.cert_host_cat,,1,crypto,cert_host_cat,keyword
1,Cryptography,Certificate serial number,This key is used to capture the Certificate serial number only,cert.serial,cert.serial,Text,Transient,,,,rsa.crypto.cert_serial,,1,crypto,cert_serial,keyword
1,Cryptography,Certificate status,This key captures Certificate validation status,cert_status,cert.status,Text,Transient,,,,rsa.crypto.cert_status,,1,crypto,cert_status,keyword
1,Miscellaneous,Target Checksum,This key is used to capture the checksum or hash of the the target entity such as a process or file.,checksum.dst,checksum.dst,Text,None,,,,rsa.misc.checksum_dst,,1,misc,checksum_dst,keyword
1,Miscellaneous,Source Checksum,This key is used to capture the checksum or hash of the source entity such as a file or process.,checksum.src,checksum.src,Text,None,,,,rsa.misc.checksum_src,,1,misc,checksum_src,keyword
1,Counters,Device class Counter 3 Description,This is a generic counter string key that should be used with the label dclass.c3 only,dclass_counter3_string,dclass.c3.str,Text,Transient,,,,rsa.counters.dclass_c3_str,,1,counters,dclass_c3_str,keyword
1,Counters,Device class Ratio 3,This is a generic ratio key that should be used with the label dclass.r3.str only,dclass_ratio3,dclass.r3,Text,Transient,,,,rsa.counters.dclass_r3,,1,counters,dclass_r3,keyword
1,,,Deprecated key defined only in table map.,dead,dead,Int32,Transient,(null)|-,,,rsa.internal.dead,,1,internal,dead,integer
1,Web,DNS Response Text,This key is used to capture the DNS response text only,dns.resptext,dns.resptext,Text,Transient,,,,dns.answers.name,,1,web,dns_resptext,keyword
1,Network,Domain,This key should only be used to capture a Network Domain when the directionality is not clear. Use web.domain/tld/cctld/sld for Web based Domains,domainname,domain,Text,None,,,,server.domain,,1,network,domain,keyword
1,,,,bcc,email,Text,None,,,,rsa.email.email,,1,email,email,keyword
1,,,,email,email,Text,None,,,,rsa.email.email,,1,email,email,keyword
1,Network,Ethernet Protocol,"This key is used to capture Ethernet Type, Used for Layer 3 Protocols Only",eth_type,eth.type,UInt16,None,,,,rsa.network.eth_type,,1,network,eth_type,integer
1,,,,extension,extension,Text,None,,,,file.extension,,1,file,extension,keyword
